frame,budget_pct,rule,comparator,scenario,difference,ci_low,ci_high,replicates,pointwise_exploratory
three_year_early,10,variance,D2,missing_pool_mean,3.776507947680038,1.1839632984094566,7.328938517110508,2000,True
three_year_early,10,variance,D2,missing_zero_citation_percentile,5.2097175521601855,2.3582467370187414,8.74282145725272,2000,True
two_year_through_2023,1,variance,lottery,observed_only,-1.1026503449933642,-9.124857550447983,8.418436636286687,2000,True
two_year_through_2023,1,variance,lottery,missing_percentile_0,-0.7352998767788108,-8.145252501609711,8.674819222416568,2000,True
two_year_through_2023,1,variance,lottery,missing_pool_mean,-0.8448156699662093,-7.034715679747955,6.302371441963545,2000,True
two_year_through_2023,1,variance,lottery,missing_zero_citation_percentile,-0.7371675724154514,-7.309919386659827,7.406685609789103,2000,True
two_year_through_2023,1,variance,mean,observed_only,-13.376661075655782,-22.784138698058243,0.13049412675307115,2000,True
two_year_through_2023,1,variance,mean,missing_percentile_0,-13.386041097482753,-21.815910876077265,0.492766778497614,2000,True
two_year_through_2023,1,variance,mean,missing_pool_mean,-10.701010668616192,-17.67685660552788,-0.24676251998841464,2000,True
two_year_through_2023,1,variance,mean,missing_zero_citation_percentile,-12.311280359667435,-19.934144649541253,-0.14421614805715935,2000,True
two_year_through_2023,1,variance,D2,observed_only,-6.710270760276352,-13.240199985265292,5.5007225951588365,2000,True
two_year_through_2023,1,variance,D2,missing_percentile_0,-2.0958071741775584,-9.531868912670602,10.917244769866231,2000,True
two_year_through_2023,1,variance,D2,missing_pool_mean,-4.780837603044105,-9.674704557926782,3.8350027553896178,2000,True
two_year_through_2023,1,variance,D2,missing_zero_citation_percentile,-3.170567911992876,-9.110578372856118,7.675400009371662,2000,True
two_year_through_2023,2,variance,lottery,observed_only,0.0674326357444528,-6.8557142084028095,6.148330241732249,2000,True
two_year_through_2023,2,variance,lottery,missing_percentile_0,0.11496062655741923,-6.508683726349703,5.724454440388959,2000,True
two_year_through_2023,2,variance,lottery,missing_pool_mean,-0.022501965854338835,-5.047373591013387,4.503622340545418,2000,True
two_year_through_2023,2,variance,lottery,missing_zero_citation_percentile,0.04010610833513795,-5.7362722749338,5.201003570511608,2000,True
two_year_through_2023,2,variance,mean,observed_only,-8.93071579687497,-19.369370312270036,-1.8569705020092029,2000,True
two_year_through_2023,2,variance,mean,missing_percentile_0,-8.261380968645739,-18.951604507447616,-2.4334864044190994,2000,True
two_year_through_2023,2,variance,mean,missing_pool_mean,-7.040937769108098,-14.966878827566353,-1.7545201824849992,2000,True
two_year_through_2023,2,variance,mean,missing_zero_citation_percentile,-7.8529712184625495,-17.07992268015762,-2.5826562704129707,2000,True
two_year_through_2023,2,variance,D2,observed_only,-2.404609773180482,-9.55634567398969,4.731500525292457,2000,True
two_year_through_2023,2,variance,D2,missing_percentile_0,-1.3231442027217355,-8.439327406734229,5.098847068356692,2000,True
two_year_through_2023,2,variance,D2,missing_pool_mean,-1.8573968519980326,-7.018387565004411,3.436331820882425,2000,True
two_year_through_2023,2,variance,D2,missing_zero_citation_percentile,-1.6061238283125618,-7.656460993020733,3.9849000401344785,2000,True
