id,frame,budget,rule,estimate,ci_low,ci_high,note
yield_two_year_through_2024_variance_missing_pool_mean_b5_slots,2017-2024 ex2020 2yr,5%,variance,344.000000,,,award slots at this budget
yield_two_year_through_2024_variance_missing_zero_citation_percentile_b5,2017-2024 ex2020 2yr,5%,variance,0.719282,-1.706826,3.770645,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_variance_missing_zero_citation_percentile_b5_coverage,2017-2024 ex2020 2yr,5%,variance,69.767442,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_variance_missing_zero_citation_percentile_b5_slots,2017-2024 ex2020 2yr,5%,variance,344.000000,,,award slots at this budget
yield_two_year_through_2024_max_observed_only_b5,2017-2024 ex2020 2yr,5%,max,6.107337,2.814610,9.383237,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_observed_only_b5_coverage,2017-2024 ex2020 2yr,5%,max,74.418605,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_observed_only_b5_slots,2017-2024 ex2020 2yr,5%,max,344.000000,,,award slots at this budget
yield_two_year_through_2024_max_missing_percentile_0_b5,2017-2024 ex2020 2yr,5%,max,7.216927,4.158312,10.748898,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_missing_percentile_0_b5_coverage,2017-2024 ex2020 2yr,5%,max,74.418605,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_missing_percentile_0_b5_slots,2017-2024 ex2020 2yr,5%,max,344.000000,,,award slots at this budget
yield_two_year_through_2024_max_missing_pool_mean_b5,2017-2024 ex2020 2yr,5%,max,4.393929,1.959362,6.843152,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_missing_pool_mean_b5_coverage,2017-2024 ex2020 2yr,5%,max,74.418605,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_missing_pool_mean_b5_slots,2017-2024 ex2020 2yr,5%,max,344.000000,,,award slots at this budget
yield_two_year_through_2024_max_missing_zero_citation_percentile_b5,2017-2024 ex2020 2yr,5%,max,6.001406,3.376884,8.993940,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_missing_zero_citation_percentile_b5_coverage,2017-2024 ex2020 2yr,5%,max,74.418605,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_missing_zero_citation_percentile_b5_slots,2017-2024 ex2020 2yr,5%,max,344.000000,,,award slots at this budget
yield_two_year_through_2024_max_resid_observed_only_b5,2017-2024 ex2020 2yr,5%,max_resid,-0.312960,-3.952176,2.849042,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_resid_observed_only_b5_coverage,2017-2024 ex2020 2yr,5%,max_resid,71.511628,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_resid_observed_only_b5_slots,2017-2024 ex2020 2yr,5%,max_resid,344.000000,,,award slots at this budget
yield_two_year_through_2024_max_resid_missing_percentile_0_b5,2017-2024 ex2020 2yr,5%,max_resid,1.205173,-2.051710,3.983783,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_resid_missing_percentile_0_b5_coverage,2017-2024 ex2020 2yr,5%,max_resid,71.511628,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_resid_missing_percentile_0_b5_slots,2017-2024 ex2020 2yr,5%,max_resid,344.000000,,,award slots at this budget
yield_two_year_through_2024_max_resid_missing_pool_mean_b5,2017-2024 ex2020 2yr,5%,max_resid,-0.351983,-2.985140,1.924248,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_resid_missing_pool_mean_b5_coverage,2017-2024 ex2020 2yr,5%,max_resid,71.511628,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_resid_missing_pool_mean_b5_slots,2017-2024 ex2020 2yr,5%,max_resid,344.000000,,,award slots at this budget
yield_two_year_through_2024_max_resid_missing_zero_citation_percentile_b5,2017-2024 ex2020 2yr,5%,max_resid,0.508952,-2.356588,2.868455,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_resid_missing_zero_citation_percentile_b5_coverage,2017-2024 ex2020 2yr,5%,max_resid,71.511628,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_resid_missing_zero_citation_percentile_b5_slots,2017-2024 ex2020 2yr,5%,max_resid,344.000000,,,award slots at this budget
yield_two_year_through_2024_lottery_observed_only_b5,2017-2024 ex2020 2yr,5%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_lottery_observed_only_b5_coverage,2017-2024 ex2020 2yr,5%,lottery,68.169596,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_lottery_observed_only_b5_slots,2017-2024 ex2020 2yr,5%,lottery,344.000000,,,award slots at this budget
yield_two_year_through_2024_lottery_missing_percentile_0_b5,2017-2024 ex2020 2yr,5%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_lottery_missing_percentile_0_b5_coverage,2017-2024 ex2020 2yr,5%,lottery,68.169596,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_lottery_missing_percentile_0_b5_slots,2017-2024 ex2020 2yr,5%,lottery,344.000000,,,award slots at this budget
yield_two_year_through_2024_lottery_missing_pool_mean_b5,2017-2024 ex2020 2yr,5%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_lottery_missing_pool_mean_b5_coverage,2017-2024 ex2020 2yr,5%,lottery,68.169596,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_lottery_missing_pool_mean_b5_slots,2017-2024 ex2020 2yr,5%,lottery,344.000000,,,award slots at this budget
yield_two_year_through_2024_lottery_missing_zero_citation_percentile_b5,2017-2024 ex2020 2yr,5%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_lottery_missing_zero_citation_percentile_b5_coverage,2017-2024 ex2020 2yr,5%,lottery,68.169596,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_lottery_missing_zero_citation_percentile_b5_slots,2017-2024 ex2020 2yr,5%,lottery,344.000000,,,award slots at this budget
yield_two_year_through_2024_D2_observed_only_b10,2017-2024 ex2020 2yr,10%,D2,-1.116338,-3.581674,1.024926,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_D2_observed_only_b10_coverage,2017-2024 ex2020 2yr,10%,D2,66.326531,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_D2_observed_only_b10_slots,2017-2024 ex2020 2yr,10%,D2,686.000000,,,award slots at this budget
yield_two_year_through_2024_D2_missing_percentile_0_b10,2017-2024 ex2020 2yr,10%,D2,-1.517718,-3.770311,0.384460,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_D2_missing_percentile_0_b10_coverage,2017-2024 ex2020 2yr,10%,D2,66.326531,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_D2_missing_percentile_0_b10_slots,2017-2024 ex2020 2yr,10%,D2,686.000000,,,award slots at this budget
yield_two_year_through_2024_D2_missing_pool_mean_b10,2017-2024 ex2020 2yr,10%,D2,-0.691122,-2.302834,0.720298,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_D2_missing_pool_mean_b10_coverage,2017-2024 ex2020 2yr,10%,D2,66.326531,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_D2_missing_pool_mean_b10_slots,2017-2024 ex2020 2yr,10%,D2,686.000000,,,award slots at this budget
yield_two_year_through_2024_D2_missing_zero_citation_percentile_b10,2017-2024 ex2020 2yr,10%,D2,-1.160927,-3.075430,0.452675,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_D2_missing_zero_citation_percentile_b10_coverage,2017-2024 ex2020 2yr,10%,D2,66.326531,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_D2_missing_zero_citation_percentile_b10_slots,2017-2024 ex2020 2yr,10%,D2,686.000000,,,award slots at this budget
yield_two_year_through_2024_mean_observed_only_b10,2017-2024 ex2020 2yr,10%,mean,6.630489,4.114783,8.655400,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_mean_observed_only_b10_coverage,2017-2024 ex2020 2yr,10%,mean,79.008746,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_mean_observed_only_b10_slots,2017-2024 ex2020 2yr,10%,mean,686.000000,,,award slots at this budget
yield_two_year_through_2024_mean_missing_percentile_0_b10,2017-2024 ex2020 2yr,10%,mean,9.884331,7.302968,11.974441,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_mean_missing_percentile_0_b10_coverage,2017-2024 ex2020 2yr,10%,mean,79.008746,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_mean_missing_percentile_0_b10_slots,2017-2024 ex2020 2yr,10%,mean,686.000000,,,award slots at this budget
yield_two_year_through_2024_mean_missing_pool_mean_b10,2017-2024 ex2020 2yr,10%,mean,5.053393,3.024478,6.651064,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_mean_missing_pool_mean_b10_coverage,2017-2024 ex2020 2yr,10%,mean,79.008746,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_mean_missing_pool_mean_b10_slots,2017-2024 ex2020 2yr,10%,mean,686.000000,,,award slots at this budget
yield_two_year_through_2024_mean_missing_zero_citation_percentile_b10,2017-2024 ex2020 2yr,10%,mean,7.877905,5.557540,9.718259,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_mean_missing_zero_citation_percentile_b10_coverage,2017-2024 ex2020 2yr,10%,mean,79.008746,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_mean_missing_zero_citation_percentile_b10_slots,2017-2024 ex2020 2yr,10%,mean,686.000000,,,award slots at this budget
yield_two_year_through_2024_variance_observed_only_b10,2017-2024 ex2020 2yr,10%,variance,1.908284,-0.262848,4.288338,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_variance_observed_only_b10_coverage,2017-2024 ex2020 2yr,10%,variance,71.428571,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_variance_observed_only_b10_slots,2017-2024 ex2020 2yr,10%,variance,686.000000,,,award slots at this budget
yield_two_year_through_2024_variance_missing_percentile_0_b10,2017-2024 ex2020 2yr,10%,variance,2.767419,0.551592,4.820360,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_variance_missing_percentile_0_b10_coverage,2017-2024 ex2020 2yr,10%,variance,71.428571,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_variance_missing_percentile_0_b10_slots,2017-2024 ex2020 2yr,10%,variance,686.000000,,,award slots at this budget
yield_two_year_through_2024_variance_missing_pool_mean_b10,2017-2024 ex2020 2yr,10%,variance,1.314670,-0.259894,2.983142,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_variance_missing_pool_mean_b10_coverage,2017-2024 ex2020 2yr,10%,variance,71.428571,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_variance_missing_pool_mean_b10_slots,2017-2024 ex2020 2yr,10%,variance,686.000000,,,award slots at this budget
yield_two_year_through_2024_variance_missing_zero_citation_percentile_b10,2017-2024 ex2020 2yr,10%,variance,2.185549,0.320923,3.971392,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_variance_missing_zero_citation_percentile_b10_coverage,2017-2024 ex2020 2yr,10%,variance,71.428571,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_variance_missing_zero_citation_percentile_b10_slots,2017-2024 ex2020 2yr,10%,variance,686.000000,,,award slots at this budget
yield_two_year_through_2024_max_observed_only_b10,2017-2024 ex2020 2yr,10%,max,5.607561,3.593025,8.472578,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_observed_only_b10_coverage,2017-2024 ex2020 2yr,10%,max,73.469388,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_observed_only_b10_slots,2017-2024 ex2020 2yr,10%,max,686.000000,,,award slots at this budget
yield_two_year_through_2024_max_missing_percentile_0_b10,2017-2024 ex2020 2yr,10%,max,6.396859,4.481063,9.141721,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_missing_percentile_0_b10_coverage,2017-2024 ex2020 2yr,10%,max,73.469388,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_missing_percentile_0_b10_slots,2017-2024 ex2020 2yr,10%,max,686.000000,,,award slots at this budget
yield_two_year_through_2024_max_missing_pool_mean_b10,2017-2024 ex2020 2yr,10%,max,3.984296,2.519326,6.081825,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_missing_pool_mean_b10_coverage,2017-2024 ex2020 2yr,10%,max,73.469388,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_missing_pool_mean_b10_slots,2017-2024 ex2020 2yr,10%,max,686.000000,,,award slots at this budget
yield_two_year_through_2024_max_missing_zero_citation_percentile_b10,2017-2024 ex2020 2yr,10%,max,5.368801,3.713064,7.743534,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_missing_zero_citation_percentile_b10_coverage,2017-2024 ex2020 2yr,10%,max,73.469388,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_missing_zero_citation_percentile_b10_slots,2017-2024 ex2020 2yr,10%,max,686.000000,,,award slots at this budget
yield_two_year_through_2024_max_resid_observed_only_b10,2017-2024 ex2020 2yr,10%,max_resid,-1.286355,-3.424854,1.225352,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_resid_observed_only_b10_coverage,2017-2024 ex2020 2yr,10%,max_resid,69.970845,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_resid_observed_only_b10_slots,2017-2024 ex2020 2yr,10%,max_resid,686.000000,,,award slots at this budget
yield_two_year_through_2024_max_resid_missing_percentile_0_b10,2017-2024 ex2020 2yr,10%,max_resid,-0.119043,-2.018393,2.106367,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_resid_missing_percentile_0_b10_coverage,2017-2024 ex2020 2yr,10%,max_resid,69.970845,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_resid_missing_percentile_0_b10_slots,2017-2024 ex2020 2yr,10%,max_resid,686.000000,,,award slots at this budget
yield_two_year_through_2024_max_resid_missing_pool_mean_b10,2017-2024 ex2020 2yr,10%,max_resid,-0.928337,-2.433047,0.824648,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_resid_missing_pool_mean_b10_coverage,2017-2024 ex2020 2yr,10%,max_resid,69.970845,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_resid_missing_pool_mean_b10_slots,2017-2024 ex2020 2yr,10%,max_resid,686.000000,,,award slots at this budget
yield_two_year_through_2024_max_resid_missing_zero_citation_percentile_b10,2017-2024 ex2020 2yr,10%,max_resid,-0.445524,-2.044990,1.444967,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_max_resid_missing_zero_citation_percentile_b10_coverage,2017-2024 ex2020 2yr,10%,max_resid,69.970845,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_max_resid_missing_zero_citation_percentile_b10_slots,2017-2024 ex2020 2yr,10%,max_resid,686.000000,,,award slots at this budget
yield_two_year_through_2024_lottery_observed_only_b10,2017-2024 ex2020 2yr,10%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_lottery_observed_only_b10_coverage,2017-2024 ex2020 2yr,10%,lottery,68.144313,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_lottery_observed_only_b10_slots,2017-2024 ex2020 2yr,10%,lottery,686.000000,,,award slots at this budget
yield_two_year_through_2024_lottery_missing_percentile_0_b10,2017-2024 ex2020 2yr,10%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2024_lottery_missing_percentile_0_b10_coverage,2017-2024 ex2020 2yr,10%,lottery,68.144313,,,"share of selections with an observed outcome, %"
yield_two_year_through_2024_lottery_missing_percentile_0_b10_slots,2017-2024 ex2020 2yr,10%,lottery,686.000000,,,award slots at this budget
yield_two_year_through_2024_lottery_missing_pool_mean_b10,2017-2024 ex2020 2yr,10%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
