id,frame,budget,rule,estimate,ci_low,ci_high,note
pairedall_two_year_early_max_vs_D2_missing_zero_citation_percentile_b2,two_year_early,2%,max minus D2,8.233955,0.149630,16.923034,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_observed_only_b2,two_year_early,2%,max_resid minus lottery,1.835233,-5.595828,9.551487,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_missing_percentile_0_b2,two_year_early,2%,max_resid minus lottery,0.673384,-6.555772,8.269315,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_missing_pool_mean_b2,two_year_early,2%,max_resid minus lottery,1.445644,-4.462768,7.913721,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_missing_zero_citation_percentile_b2,two_year_early,2%,max_resid minus lottery,0.996312,-5.462931,8.072988,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_observed_only_b2,two_year_early,2%,max_resid minus mean,-9.171408,-21.485546,-0.528310,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_missing_percentile_0_b2,two_year_early,2%,max_resid minus mean,-8.386715,-21.499774,0.089711,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_missing_pool_mean_b2,two_year_early,2%,max_resid minus mean,-7.873335,-18.578192,-0.694845,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_missing_zero_citation_percentile_b2,two_year_early,2%,max_resid minus mean,-8.170972,-19.985100,-0.336360,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_observed_only_b2,two_year_early,2%,max_resid minus D2,0.137337,-5.839445,8.007544,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_missing_percentile_0_b2,two_year_early,2%,max_resid minus D2,0.805322,-4.940126,8.193704,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_missing_pool_mean_b2,two_year_early,2%,max_resid minus D2,0.019947,-4.690992,6.586020,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_missing_zero_citation_percentile_b2,two_year_early,2%,max_resid minus D2,0.466248,-4.777477,7.163775,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_observed_only_b2,two_year_early,2%,lottery minus mean,-11.006641,-20.088877,-5.734549,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_missing_percentile_0_b2,two_year_early,2%,lottery minus mean,-9.060099,-19.081301,-4.188695,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_missing_pool_mean_b2,two_year_early,2%,lottery minus mean,-9.318979,-17.189798,-4.963706,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_missing_zero_citation_percentile_b2,two_year_early,2%,lottery minus mean,-9.167284,-18.304201,-4.793665,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_observed_only_b2,two_year_early,2%,lottery minus D2,-1.697896,-8.503897,6.588038,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_missing_percentile_0_b2,two_year_early,2%,lottery minus D2,0.131938,-6.958533,7.908384,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_missing_pool_mean_b2,two_year_early,2%,lottery minus D2,-1.425697,-6.810747,5.068514,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_missing_zero_citation_percentile_b2,two_year_early,2%,lottery minus D2,-0.530064,-6.781273,6.536917,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_lottery_observed_only_b5,two_year_early,5%,D2 minus lottery,-2.516941,-7.217098,2.322193,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_lottery_missing_percentile_0_b5,two_year_early,5%,D2 minus lottery,-4.871806,-9.107744,-0.198940,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_lottery_missing_pool_mean_b5,two_year_early,5%,D2 minus lottery,-1.795242,-5.441089,1.927824,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_lottery_missing_zero_citation_percentile_b5,two_year_early,5%,D2 minus lottery,-3.689413,-7.488938,0.541643,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_mean_observed_only_b5,two_year_early,5%,D2 minus mean,-14.408307,-20.897738,-7.679165,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_mean_missing_percentile_0_b5,two_year_early,5%,D2 minus mean,-16.347050,-22.276525,-9.209655,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_mean_missing_pool_mean_b5,two_year_early,5%,D2 minus mean,-12.044893,-17.391894,-6.523781,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_mean_missing_zero_citation_percentile_b5,two_year_early,5%,D2 minus mean,-14.667116,-20.100872,-8.428154,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_lottery_observed_only_b5,two_year_early,5%,mean minus lottery,11.891366,6.955109,16.179688,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_lottery_missing_percentile_0_b5,two_year_early,5%,mean minus lottery,11.475244,6.524597,15.655817,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_lottery_missing_pool_mean_b5,two_year_early,5%,mean minus lottery,10.249650,5.888828,13.933205,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_lottery_missing_zero_citation_percentile_b5,two_year_early,5%,mean minus lottery,10.977703,6.314634,14.903146,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_D2_observed_only_b5,two_year_early,5%,mean minus D2,14.408307,7.679165,20.897738,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_D2_missing_percentile_0_b5,two_year_early,5%,mean minus D2,16.347050,9.209655,22.276525,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_D2_missing_pool_mean_b5,two_year_early,5%,mean minus D2,12.044893,6.523781,17.391894,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_D2_missing_zero_citation_percentile_b5,two_year_early,5%,mean minus D2,14.667116,8.428154,20.100872,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_lottery_observed_only_b5,two_year_early,5%,variance minus lottery,1.963107,-2.643176,7.218816,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_lottery_missing_percentile_0_b5,two_year_early,5%,variance minus lottery,1.431264,-3.088419,6.651702,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_lottery_missing_pool_mean_b5,two_year_early,5%,variance minus lottery,1.585424,-2.214567,6.009777,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_lottery_missing_zero_citation_percentile_b5,two_year_early,5%,variance minus lottery,1.476978,-2.727005,6.370632,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_mean_observed_only_b5,two_year_early,5%,variance minus mean,-9.928259,-16.001358,-2.623845,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_mean_missing_percentile_0_b5,two_year_early,5%,variance minus mean,-10.043980,-16.311385,-2.833755,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_mean_missing_pool_mean_b5,two_year_early,5%,variance minus mean,-8.664226,-13.737794,-2.435783,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_mean_missing_zero_citation_percentile_b5,two_year_early,5%,variance minus mean,-9.500725,-15.158793,-2.912781,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_D2_observed_only_b5,two_year_early,5%,variance minus D2,4.480048,-0.681451,10.529043,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_D2_missing_percentile_0_b5,two_year_early,5%,variance minus D2,6.303070,1.392657,11.441248,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_D2_missing_pool_mean_b5,two_year_early,5%,variance minus D2,3.380666,-0.656853,8.375840,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_D2_missing_zero_citation_percentile_b5,two_year_early,5%,variance minus D2,5.166391,0.844985,10.035493,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_lottery_observed_only_b5,two_year_early,5%,max minus lottery,9.894830,5.310432,15.251232,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_lottery_missing_percentile_0_b5,two_year_early,5%,max minus lottery,8.049788,3.113040,13.042866,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_lottery_missing_pool_mean_b5,two_year_early,5%,max minus lottery,8.244672,4.384372,12.663685,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_lottery_missing_zero_citation_percentile_b5,two_year_early,5%,max minus lottery,8.108044,3.679461,12.704763,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_mean_observed_only_b5,two_year_early,5%,max minus mean,-1.996536,-7.227081,4.652870,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_mean_missing_percentile_0_b5,two_year_early,5%,max minus mean,-3.425456,-9.038251,3.059399,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_mean_missing_pool_mean_b5,two_year_early,5%,max minus mean,-2.004978,-6.498157,3.576389,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_mean_missing_zero_citation_percentile_b5,two_year_early,5%,max minus mean,-2.869659,-7.894282,3.193176,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_D2_observed_only_b5,two_year_early,5%,max minus D2,12.411771,6.982446,19.134417,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_D2_missing_percentile_0_b5,two_year_early,5%,max minus D2,12.921594,7.196812,18.613192,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_D2_missing_pool_mean_b5,two_year_early,5%,max minus D2,10.039914,5.658469,15.409555,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_D2_missing_zero_citation_percentile_b5,two_year_early,5%,max minus D2,11.797457,6.599997,17.121422,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_observed_only_b5,two_year_early,5%,max_resid minus lottery,2.804748,-2.499333,7.014607,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_missing_percentile_0_b5,two_year_early,5%,max_resid minus lottery,2.133561,-2.658878,6.581627,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_missing_pool_mean_b5,two_year_early,5%,max_resid minus lottery,2.287721,-2.153397,5.883233,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_missing_zero_citation_percentile_b5,two_year_early,5%,max_resid minus lottery,2.179275,-2.363486,6.134335,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_observed_only_b5,two_year_early,5%,max_resid minus mean,-9.086618,-15.977122,-3.048399,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_missing_percentile_0_b5,two_year_early,5%,max_resid minus mean,-9.341683,-15.629666,-2.773686,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_missing_pool_mean_b5,two_year_early,5%,max_resid minus mean,-7.961930,-13.817769,-2.774915,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_missing_zero_citation_percentile_b5,two_year_early,5%,max_resid minus mean,-8.798428,-14.881592,-2.756880,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_observed_only_b5,two_year_early,5%,max_resid minus D2,5.321689,0.365533,9.255563,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_missing_percentile_0_b5,two_year_early,5%,max_resid minus D2,7.005367,2.449064,10.594162,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_missing_pool_mean_b5,two_year_early,5%,max_resid minus D2,4.082963,0.092307,7.290838,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_missing_zero_citation_percentile_b5,two_year_early,5%,max_resid minus D2,5.868688,1.797956,9.218215,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_observed_only_b5,two_year_early,5%,lottery minus mean,-11.891366,-16.179688,-6.955109,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_missing_percentile_0_b5,two_year_early,5%,lottery minus mean,-11.475244,-15.655817,-6.524597,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_missing_pool_mean_b5,two_year_early,5%,lottery minus mean,-10.249650,-13.933205,-5.888828,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_missing_zero_citation_percentile_b5,two_year_early,5%,lottery minus mean,-10.977703,-14.903146,-6.314634,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_observed_only_b5,two_year_early,5%,lottery minus D2,2.516941,-2.322193,7.217098,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_missing_percentile_0_b5,two_year_early,5%,lottery minus D2,4.871806,0.198940,9.107744,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_missing_pool_mean_b5,two_year_early,5%,lottery minus D2,1.795242,-1.927824,5.441089,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_missing_zero_citation_percentile_b5,two_year_early,5%,lottery minus D2,3.689413,-0.541643,7.488938,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_lottery_observed_only_b10,two_year_early,10%,D2 minus lottery,-0.219413,-3.847066,2.739003,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_lottery_missing_percentile_0_b10,two_year_early,10%,D2 minus lottery,-1.484791,-4.591043,1.521386,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_lottery_missing_pool_mean_b10,two_year_early,10%,D2 minus lottery,-0.102929,-2.971684,2.286183,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_lottery_missing_zero_citation_percentile_b10,two_year_early,10%,D2 minus lottery,-0.949607,-3.916770,1.711091,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_mean_observed_only_b10,two_year_early,10%,D2 minus mean,-11.000140,-15.727629,-6.722617,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_mean_missing_percentile_0_b10,two_year_early,10%,D2 minus mean,-12.856371,-17.295502,-8.348355,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_mean_missing_pool_mean_b10,two_year_early,10%,D2 minus mean,-9.520425,-13.449342,-5.786452,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_D2_vs_mean_missing_zero_citation_percentile_b10,two_year_early,10%,D2 minus mean,-11.547190,-15.674000,-7.433000,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_lottery_observed_only_b10,two_year_early,10%,mean minus lottery,10.780727,7.654649,13.872816,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_lottery_missing_percentile_0_b10,two_year_early,10%,mean minus lottery,11.371579,8.066847,14.379824,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_lottery_missing_pool_mean_b10,two_year_early,10%,mean minus lottery,9.417496,6.611495,12.134942,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_lottery_missing_zero_citation_percentile_b10,two_year_early,10%,mean minus lottery,10.597583,7.613216,13.367690,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_D2_observed_only_b10,two_year_early,10%,mean minus D2,11.000140,6.722617,15.727629,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_D2_missing_percentile_0_b10,two_year_early,10%,mean minus D2,12.856371,8.348355,17.295502,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_D2_missing_pool_mean_b10,two_year_early,10%,mean minus D2,9.520425,5.786452,13.449342,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_mean_vs_D2_missing_zero_citation_percentile_b10,two_year_early,10%,mean minus D2,11.547190,7.433000,15.674000,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_lottery_observed_only_b10,two_year_early,10%,variance minus lottery,3.994637,0.969822,7.565557,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_lottery_missing_percentile_0_b10,two_year_early,10%,variance minus lottery,4.021704,0.892495,7.543128,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_lottery_missing_pool_mean_b10,two_year_early,10%,variance minus lottery,3.360990,0.770255,6.381951,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_lottery_missing_zero_citation_percentile_b10,two_year_early,10%,variance minus lottery,3.777917,0.940800,7.013078,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_mean_observed_only_b10,two_year_early,10%,variance minus mean,-6.786091,-10.767533,-2.085819,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_mean_missing_percentile_0_b10,two_year_early,10%,variance minus mean,-7.349875,-11.478342,-2.658497,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_mean_missing_pool_mean_b10,two_year_early,10%,variance minus mean,-6.056506,-9.565000,-1.948951,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_mean_missing_zero_citation_percentile_b10,two_year_early,10%,variance minus mean,-6.819666,-10.475255,-2.468529,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_D2_observed_only_b10,two_year_early,10%,variance minus D2,4.214049,1.178296,8.371110,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_D2_missing_percentile_0_b10,two_year_early,10%,variance minus D2,5.506496,2.463153,9.065930,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_D2_missing_pool_mean_b10,two_year_early,10%,variance minus D2,3.463919,0.943291,6.950551,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_variance_vs_D2_missing_zero_citation_percentile_b10,two_year_early,10%,variance minus D2,4.727524,1.998869,8.137872,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_lottery_observed_only_b10,two_year_early,10%,max minus lottery,8.671975,6.103561,13.153939,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_lottery_missing_percentile_0_b10,two_year_early,10%,max minus lottery,6.854309,4.183144,11.078682,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_lottery_missing_pool_mean_b10,two_year_early,10%,max minus lottery,7.184238,5.074552,10.903184,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_lottery_missing_zero_citation_percentile_b10,two_year_early,10%,max minus lottery,6.990570,4.615491,10.975172,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_mean_observed_only_b10,two_year_early,10%,max minus mean,-2.108752,-5.108058,2.902387,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_mean_missing_percentile_0_b10,two_year_early,10%,max minus mean,-4.517270,-7.792115,0.281028,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_mean_missing_pool_mean_b10,two_year_early,10%,max minus mean,-2.233258,-4.845038,2.009831,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_mean_missing_zero_citation_percentile_b10,two_year_early,10%,max minus mean,-3.607014,-6.501929,0.818295,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_D2_observed_only_b10,two_year_early,10%,max minus D2,8.891388,5.977065,14.336325,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_D2_missing_percentile_0_b10,two_year_early,10%,max minus D2,8.339101,5.386561,13.240078,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_D2_missing_pool_mean_b10,two_year_early,10%,max minus D2,7.287167,4.881205,11.718269,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_vs_D2_missing_zero_citation_percentile_b10,two_year_early,10%,max minus D2,7.940177,5.259000,12.500139,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_observed_only_b10,two_year_early,10%,max_resid minus lottery,-0.708375,-3.558342,2.874003,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_missing_percentile_0_b10,two_year_early,10%,max_resid minus lottery,-0.801986,-3.568946,2.630985,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_missing_pool_mean_b10,two_year_early,10%,max_resid minus lottery,-0.583067,-2.933104,2.407355,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_lottery_missing_zero_citation_percentile_b10,two_year_early,10%,max_resid minus lottery,-0.703636,-3.211797,2.512315,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_observed_only_b10,two_year_early,10%,max_resid minus mean,-11.489102,-15.575602,-6.710343,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_missing_percentile_0_b10,two_year_early,10%,max_resid minus mean,-12.173565,-16.266522,-7.454328,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_missing_pool_mean_b10,two_year_early,10%,max_resid minus mean,-10.000563,-13.529554,-5.915678,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_mean_missing_zero_citation_percentile_b10,two_year_early,10%,max_resid minus mean,-11.301220,-15.037942,-6.929347,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_observed_only_b10,two_year_early,10%,max_resid minus D2,-0.488962,-2.440115,2.712511,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_missing_percentile_0_b10,two_year_early,10%,max_resid minus D2,0.682806,-1.282668,3.522005,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_missing_pool_mean_b10,two_year_early,10%,max_resid minus D2,-0.480138,-2.084986,2.157088,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_max_resid_vs_D2_missing_zero_citation_percentile_b10,two_year_early,10%,max_resid minus D2,0.245971,-1.423797,2.938531,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_observed_only_b10,two_year_early,10%,lottery minus mean,-10.780727,-13.872816,-7.654649,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_missing_percentile_0_b10,two_year_early,10%,lottery minus mean,-11.371579,-14.379824,-8.066847,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_missing_pool_mean_b10,two_year_early,10%,lottery minus mean,-9.417496,-12.134942,-6.611495,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_mean_missing_zero_citation_percentile_b10,two_year_early,10%,lottery minus mean,-10.597583,-13.367690,-7.613216,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_observed_only_b10,two_year_early,10%,lottery minus D2,0.219413,-2.739003,3.847066,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_missing_percentile_0_b10,two_year_early,10%,lottery minus D2,1.484791,-1.521386,4.591043,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_missing_pool_mean_b10,two_year_early,10%,lottery minus D2,0.102929,-2.286183,2.971684,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_early_lottery_vs_D2_missing_zero_citation_percentile_b10,two_year_early,10%,lottery minus D2,0.949607,-1.711091,3.916770,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_lottery_observed_only_b1,three_year_early,1%,D2 minus lottery,1.561794,-10.004004,10.121691,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_lottery_missing_percentile_0_b1,three_year_early,1%,D2 minus lottery,-0.133774,-11.731155,8.684289,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
